payment_id,order_id,payment_method,payment_status
9796,9796,UPI,Paid
9797,9797,UPI,Paid
9798,9798,UPI,Failed
9799,9799,Debit Card,Paid
9800,9800,Credit Card,Paid
9801,9801,Net Banking,Paid
9802,9802,UPI,Paid
9803,9803,COD,Failed
9804,9804,Debit Card,Refunded
9805,9805,COD,Failed
9806,9806,COD,Paid
9807,9807,Debit Card,Refunded
9808,9808,Credit Card,Paid
9809,9809,COD,Paid
9810,9810,Debit Card,Paid
9811,9811,Credit Card,Failed
9812,9812,Debit Card,Paid
9813,9813,Credit Card,Paid
9814,9814,Credit Card,Failed
9815,9815,UPI,Refunded
9816,9816,Credit Card,Paid
9817,9817,COD,Paid
9818,9818,COD,Paid
9819,9819,Debit Card,Paid
9820,9820,Debit Card,Failed
9821,9821,Credit Card,Refunded
9822,9822,COD,Failed
9823,9823,Debit Card,Paid
9824,9824,Credit Card,Paid
9825,9825,Credit Card,Paid
9826,9826,UPI,Paid
9827,9827,Credit Card,Failed
9828,9828,COD,Paid
9829,9829,UPI,Paid
9830,9830,COD,Paid
9831,9831,Credit Card,Paid
9832,9832,COD,Paid
9833,9833,Debit Card,Paid
9834,9834,UPI,Paid
9835,9835,Debit Card,Failed
9836,9836,UPI,Paid
9837,9837,Credit Card,Paid
9838,9838,UPI,Paid
9839,9839,COD,Failed
9840,9840,UPI,Failed
9841,9841,Net Banking,Paid
9842,9842,Net Banking,Failed
9843,9843,UPI,Paid
9844,9844,Credit Card,Paid
9845,9845,Credit Card,Paid
9846,9846,UPI,Failed
9847,9847,UPI,Failed
9848,9848,Debit Card,Failed
9849,9849,UPI,Paid
9850,9850,Debit Card,Refunded
9851,9851,UPI,Paid
9852,9852,Debit Card,Paid
9853,9853,UPI,Paid
9854,9854,Debit Card,Paid
9855,9855,UPI,Refunded
9856,9856,Credit Card,Refunded
9857,9857,Credit Card,Paid
9858,9858,Debit Card,Paid
9859,9859,Credit Card,Refunded
9860,9860,COD,Refunded
9861,9861,COD,Failed
9862,9862,Credit Card,Paid
9863,9863,Credit Card,Failed
9864,9864,UPI,Paid
9865,9865,Debit Card,Refunded
9866,9866,UPI,Refunded
9867,9867,COD,Refunded
9868,9868,Net Banking,Paid
9869,9869,COD,Paid
9870,9870,Credit Card,Paid
9871,9871,UPI,Refunded
9872,9872,COD,Paid
9873,9873,Net Banking,Paid
9874,9874,Credit Card,Paid
9875,9875,COD,Paid
9876,9876,Net Banking,Paid
9877,9877,Debit Card,Paid
9878,9878,COD,Paid
9879,9879,UPI,Paid
9880,9880,UPI,Paid
9881,9881,Credit Card,Failed
9882,9882,COD,Failed
9883,9883,Credit Card,Paid
9884,9884,UPI,Failed
9885,9885,COD,Refunded
9886,9886,UPI,Failed
9887,9887,Net Banking,Refunded
9888,9888,UPI,Refunded
9889,9889,Net Banking,Paid
9890,9890,UPI,Paid
9891,9891,Net Banking,Paid
9892,9892,Credit Card,Paid
9893,9893,Net Banking,Paid
9894,9894,Net Banking,Paid
9895,9895,UPI,Refunded
9896,9896,Credit Card,Failed
9897,9897,COD,Paid
9898,9898,Debit Card,Paid
9899,9899,UPI,Paid
9900,9900,Credit Card,Paid
9901,9901,Debit Card,Paid
9902,9902,UPI,Paid
9903,9903,Net Banking,Paid
9904,9904,COD,Paid
9905,9905,Debit Card,Refunded
9906,9906,Credit Card,Paid
9907,9907,Credit Card,Paid
9908,9908,UPI,Paid
9909,9909,COD,Paid
9910,9910,Credit Card,Paid
9911,9911,UPI,Paid
9912,9912,Net Banking,Refunded
9913,9913,UPI,Paid
9914,9914,Credit Card,Paid
9915,9915,Credit Card,Paid
9916,9916,UPI,Paid
9917,9917,UPI,Paid
9918,9918,Credit Card,Failed
9919,9919,Debit Card,Refunded
9920,9920,Debit Card,Paid
9921,9921,UPI,Paid
9922,9922,Debit Card,Paid
9923,9923,COD,Paid
9924,9924,Net Banking,Refunded
9925,9925,Credit Card,Paid
9926,9926,UPI,Refunded
9927,9927,UPI,Failed
9928,9928,Net Banking,Failed
9929,9929,Debit Card,Failed
9930,9930,UPI,Refunded
9931,9931,Debit Card,Paid
9932,9932,COD,Paid
9933,9933,Credit Card,Paid
9934,9934,Credit Card,Failed
9935,9935,Debit Card,Paid
9936,9936,UPI,Failed
9937,9937,UPI,Paid
9938,9938,UPI,Failed
9939,9939,Debit Card,Paid
9940,9940,Net Banking,Failed
9941,9941,Net Banking,Failed
9942,9942,COD,Paid
9943,9943,UPI,Paid
9944,9944,Credit Card,Paid
9945,9945,Credit Card,Paid
9946,9946,Credit Card,Paid
9947,9947,Credit Card,Paid
9948,9948,Debit Card,Refunded
9949,9949,UPI,Paid
9950,9950,Net Banking,Paid
9951,9951,COD,Failed
9952,9952,Net Banking,Refunded
9953,9953,UPI,Refunded
9954,9954,Credit Card,Refunded
9955,9955,COD,Paid
9956,9956,UPI,Refunded
9957,9957,UPI,Paid
9958,9958,Net Banking,Paid
9959,9959,COD,Paid
9960,9960,COD,Paid
9961,9961,UPI,Paid
9962,9962,UPI,Failed
9963,9963,UPI,Paid
9964,9964,UPI,Paid
9965,9965,UPI,Paid
9966,9966,UPI,Paid
9967,9967,UPI,Refunded
9968,9968,UPI,Refunded
9969,9969,Debit Card,Paid
9970,9970,COD,Paid
9971,9971,Credit Card,Refunded
9972,9972,Credit Card,Paid
9973,9973,Debit Card,Paid
9974,9974,COD,Failed
9975,9975,UPI,Paid
9976,9976,Net Banking,Paid
9977,9977,COD,Paid
9978,9978,Net Banking,Failed
9979,9979,Debit Card,Paid
9980,9980,Credit Card,Paid
9981,9981,Debit Card,Paid
9982,9982,Credit Card,Failed
9983,9983,Net Banking,Paid
9984,9984,UPI,Refunded
9985,9985,Net Banking,Refunded
9986,9986,UPI,Paid
9987,9987,UPI,Paid
9988,9988,Credit Card,Paid
9989,9989,COD,Paid
9990,9990,COD,Refunded
9991,9991,Credit Card,Paid
9992,9992,UPI,Failed
9993,9993,Credit Card,Refunded
9994,9994,UPI,Paid
9995,9995,UPI,Paid
9996,9996,UPI,Failed
9997,9997,Net Banking,Failed
9998,9998,Debit Card,Refunded
9999,9999,Credit Card,Paid
10000,10000,Net Banking,Paid
10001,10001,Credit Card,Paid
10002,10002,Net Banking,Paid
10003,10003,Net Banking,Refunded
10004,10004,UPI,Paid
10005,10005,Net Banking,Paid
10006,10006,UPI,Failed
10007,10007,Debit Card,Paid
10008,10008,COD,Paid
10009,10009,UPI,Failed
10010,10010,COD,Paid
10011,10011,UPI,Paid
10012,10012,Credit Card,Paid
10013,10013,Debit Card,Paid
10014,10014,UPI,Paid
10015,10015,Debit Card,Paid
10016,10016,Credit Card,Paid
10017,10017,Credit Card,Failed
10018,10018,UPI,Failed
10019,10019,Credit Card,Failed
10020,10020,UPI,Paid
10021,10021,UPI,Failed
10022,10022,UPI,Paid
10023,10023,UPI,Paid
10024,10024,UPI,Paid
10025,10025,Debit Card,Paid
10026,10026,Debit Card,Paid
10027,10027,Debit Card,Paid
10028,10028,Credit Card,Paid
10029,10029,Credit Card,Paid
10030,10030,Credit Card,Paid
10031,10031,Debit Card,Failed
10032,10032,Credit Card,Paid
10033,10033,UPI,Failed
10034,10034,UPI,Refunded
10035,10035,Debit Card,Refunded
10036,10036,Net Banking,Paid
10037,10037,Debit Card,Failed
10038,10038,UPI,Paid
10039,10039,Debit Card,Paid
10040,10040,Net Banking,Paid
10041,10041,Credit Card,Paid
10042,10042,Credit Card,Paid
10043,10043,UPI,Failed
10044,10044,UPI,Paid
10045,10045,COD,Paid
10046,10046,UPI,Paid
10047,10047,COD,Paid
10048,10048,UPI,Paid
10049,10049,UPI,Failed
10050,10050,Net Banking,Paid
10051,10051,Net Banking,Failed
10052,10052,Credit Card,Refunded
10053,10053,Credit Card,Paid
10054,10054,Credit Card,Paid
10055,10055,Debit Card,Failed
10056,10056,Credit Card,Refunded
10057,10057,Debit Card,Refunded
10058,10058,UPI,Refunded
10059,10059,Credit Card,Paid
10060,10060,UPI,Paid
10061,10061,Credit Card,Paid
10062,10062,Debit Card,Paid
10063,10063,Debit Card,Paid
10064,10064,UPI,Paid
10065,10065,Credit Card,Failed
10066,10066,Debit Card,Paid
10067,10067,UPI,Paid
10068,10068,UPI,Paid
10069,10069,Credit Card,Paid
10070,10070,Credit Card,Paid
10071,10071,Credit Card,Failed
10072,10072,Credit Card,Paid
10073,10073,Credit Card,Paid
10074,10074,Debit Card,Refunded
10075,10075,UPI,Refunded
10076,10076,Credit Card,Paid
10077,10077,Credit Card,Paid
10078,10078,COD,Paid
10079,10079,Debit Card,Paid
10080,10080,Net Banking,Paid
10081,10081,Credit Card,Refunded
10082,10082,UPI,Refunded
10083,10083,UPI,Refunded
10084,10084,COD,Refunded
10085,10085,UPI,Failed
10086,10086,COD,Paid
10087,10087,UPI,Paid
10088,10088,UPI,Paid
10089,10089,COD,Refunded
10090,10090,UPI,Failed
10091,10091,UPI,Paid
10092,10092,Net Banking,Paid
10093,10093,Net Banking,Paid
10094,10094,Debit Card,Paid
10095,10095,Debit Card,Failed
10096,10096,Debit Card,Paid
10097,10097,COD,Paid
10098,10098,Debit Card,Refunded
10099,10099,Credit Card,Failed
10100,10100,UPI,Failed
10101,10101,Debit Card,Paid
10102,10102,COD,Paid
10103,10103,COD,Refunded
10104,10104,Net Banking,Paid
10105,10105,UPI,Paid
10106,10106,Credit Card,Failed
10107,10107,Credit Card,Paid
10108,10108,Credit Card,Paid
10109,10109,UPI,Paid
10110,10110,UPI,Paid
10111,10111,UPI,Paid
10112,10112,Debit Card,Paid
10113,10113,Credit Card,Failed
10114,10114,UPI,Paid
10115,10115,UPI,Paid
10116,10116,Debit Card,Paid
10117,10117,UPI,Paid
10118,10118,UPI,Paid
10119,10119,Debit Card,Refunded
10120,10120,Credit Card,Paid
10121,10121,Credit Card,Refunded
10122,10122,UPI,Refunded
10123,10123,Debit Card,Paid
10124,10124,UPI,Paid
10125,10125,UPI,Paid
10126,10126,Net Banking,Paid
10127,10127,UPI,Paid
10128,10128,UPI,Paid
10129,10129,UPI,Paid
10130,10130,UPI,Paid
10131,10131,Net Banking,Paid
10132,10132,UPI,Paid
10133,10133,Debit Card,Paid
10134,10134,Credit Card,Paid
10135,10135,Credit Card,Paid
10136,10136,UPI,Failed
10137,10137,UPI,Refunded
10138,10138,Credit Card,Paid
10139,10139,Net Banking,Paid
10140,10140,Credit Card,Paid
10141,10141,UPI,Paid
10142,10142,Credit Card,Paid
10143,10143,Debit Card,Paid
10144,10144,UPI,Paid
10145,10145,Credit Card,Paid
10146,10146,Credit Card,Paid
10147,10147,Credit Card,Refunded
10148,10148,Net Banking,Paid
10149,10149,UPI,Failed
10150,10150,Debit Card,Paid
10151,10151,UPI,Paid
10152,10152,Credit Card,Refunded
10153,10153,UPI,Refunded
10154,10154,Debit Card,Paid
10155,10155,UPI,Failed
10156,10156,COD,Paid
10157,10157,Credit Card,Paid
10158,10158,Debit Card,Refunded
10159,10159,Debit Card,Refunded
10160,10160,UPI,Paid
10161,10161,Credit Card,Failed
10162,10162,Net Banking,Paid
10163,10163,COD,Paid
10164,10164,UPI,Refunded
10165,10165,COD,Paid
10166,10166,UPI,Paid
10167,10167,UPI,Refunded
10168,10168,Credit Card,Refunded
10169,10169,UPI,Paid
10170,10170,COD,Paid
10171,10171,UPI,Paid
10172,10172,Net Banking,Paid
10173,10173,UPI,Paid
10174,10174,UPI,Refunded
10175,10175,UPI,Failed
10176,10176,Credit Card,Refunded
10177,10177,Credit Card,Paid
10178,10178,Net Banking,Failed
10179,10179,UPI,Paid
10180,10180,Net Banking,Paid
10181,10181,Debit Card,Failed
10182,10182,Credit Card,Paid
10183,10183,Credit Card,Paid
10184,10184,Credit Card,Paid
10185,10185,Debit Card,Paid
10186,10186,UPI,Failed
10187,10187,COD,Failed
10188,10188,Credit Card,Paid
10189,10189,Net Banking,Failed
10190,10190,UPI,Paid
10191,10191,Debit Card,Paid
10192,10192,COD,Paid
10193,10193,COD,Failed
10194,10194,COD,Paid
10195,10195,Credit Card,Failed
10196,10196,Net Banking,Refunded
10197,10197,Debit Card,Refunded
10198,10198,UPI,Failed
10199,10199,Credit Card,Paid
10200,10200,Debit Card,Paid
10201,10201,Credit Card,Refunded
10202,10202,UPI,Paid
10203,10203,Debit Card,Paid
10204,10204,Debit Card,Paid
10205,10205,Debit Card,Failed
10206,10206,Credit Card,Failed
10207,10207,UPI,Refunded
10208,10208,Debit Card,Paid
10209,10209,Debit Card,Paid
10210,10210,Debit Card,Paid
10211,10211,Debit Card,Paid
10212,10212,Credit Card,Paid
10213,10213,UPI,Paid
10214,10214,Debit Card,Paid
10215,10215,Credit Card,Paid
10216,10216,UPI,Failed
10217,10217,COD,Paid
10218,10218,Credit Card,Paid
10219,10219,UPI,Failed
10220,10220,UPI,Paid
10221,10221,Credit Card,Paid
10222,10222,Credit Card,Paid
10223,10223,COD,Paid
10224,10224,UPI,Failed
10225,10225,UPI,Paid
10226,10226,Net Banking,Paid
10227,10227,COD,Paid
10228,10228,UPI,Paid
10229,10229,Credit Card,Paid
10230,10230,UPI,Paid
10231,10231,UPI,Refunded
10232,10232,Debit Card,Failed
10233,10233,Net Banking,Paid
10234,10234,Credit Card,Refunded
10235,10235,UPI,Failed
10236,10236,Debit Card,Paid
10237,10237,Credit Card,Paid
10238,10238,Debit Card,Refunded
10239,10239,COD,Paid
10240,10240,Debit Card,Paid
10241,10241,UPI,Paid
10242,10242,UPI,Paid
10243,10243,UPI,Paid
10244,10244,Credit Card,Refunded
10245,10245,Credit Card,Paid
10246,10246,UPI,Paid
10247,10247,Net Banking,Refunded
10248,10248,Net Banking,Paid
10249,10249,COD,Paid
10250,10250,Debit Card,Paid
10251,10251,UPI,Paid
10252,10252,UPI,Paid
10253,10253,UPI,Paid
10254,10254,Debit Card,Paid
10255,10255,UPI,Paid
10256,10256,Debit Card,Paid
10257,10257,Credit Card,Paid
10258,10258,COD,Refunded
10259,10259,UPI,Paid
10260,10260,Credit Card,Refunded
10261,10261,Credit Card,Failed
10262,10262,UPI,Failed
10263,10263,UPI,Failed
10264,10264,UPI,Refunded
10265,10265,Debit Card,Refunded
10266,10266,Debit Card,Paid
10267,10267,Credit Card,Paid
10268,10268,Debit Card,Failed
10269,10269,UPI,Failed
10270,10270,Debit Card,Refunded
10271,10271,UPI,Refunded
10272,10272,Debit Card,Paid
10273,10273,Net Banking,Paid
10274,10274,Net Banking,Paid
10275,10275,UPI,Failed
10276,10276,Credit Card,Failed
10277,10277,Credit Card,Paid
10278,10278,UPI,Paid
10279,10279,UPI,Paid
10280,10280,Credit Card,Failed
10281,10281,Debit Card,Paid
10282,10282,Credit Card,Refunded
10283,10283,COD,Paid
10284,10284,UPI,Paid
10285,10285,Debit Card,Failed
10286,10286,Net Banking,Paid
10287,10287,UPI,Paid
10288,10288,UPI,Paid
10289,10289,UPI,Paid
10290,10290,Credit Card,Paid
10291,10291,Debit Card,Paid
10292,10292,Credit Card,Paid
10293,10293,Debit Card,Failed
10294,10294,UPI,Refunded
10295,10295,UPI,Paid
10296,10296,COD,Refunded
10297,10297,UPI,Paid
10298,10298,Credit Card,Paid
10299,10299,Net Banking,Failed
10300,10300,Debit Card,Refunded
10301,10301,UPI,Paid
10302,10302,UPI,Paid
10303,10303,Debit Card,Paid
10304,10304,COD,Failed
10305,10305,Credit Card,Paid
10306,10306,Credit Card,Paid
10307,10307,Net Banking,Paid
10308,10308,COD,Refunded
10309,10309,UPI,Failed
10310,10310,UPI,Paid
10311,10311,UPI,Paid
10312,10312,Net Banking,Paid
10313,10313,UPI,Failed
10314,10314,Net Banking,Refunded
10315,10315,UPI,Failed
10316,10316,UPI,Refunded
10317,10317,COD,Paid
10318,10318,Credit Card,Refunded
10319,10319,Credit Card,Paid
10320,10320,UPI,Refunded
10321,10321,Credit Card,Paid
10322,10322,Debit Card,Failed
10323,10323,COD,Paid
10324,10324,COD,Paid
10325,10325,Net Banking,Paid
10326,10326,Credit Card,Paid
10327,10327,Net Banking,Refunded
10328,10328,Credit Card,Paid
10329,10329,COD,Paid
10330,10330,UPI,Failed
10331,10331,Debit Card,Paid
10332,10332,Credit Card,Refunded
10333,10333,Credit Card,Failed
10334,10334,COD,Paid
10335,10335,UPI,Paid
10336,10336,Debit Card,Paid
10337,10337,Credit Card,Paid
10338,10338,Net Banking,Failed
10339,10339,Debit Card,Paid
10340,10340,Debit Card,Paid
10341,10341,Credit Card,Paid
10342,10342,UPI,Paid
10343,10343,Credit Card,Refunded
10344,10344,UPI,Paid
10345,10345,Credit Card,Paid
10346,10346,Debit Card,Paid
10347,10347,Credit Card,Refunded
10348,10348,UPI,Paid
10349,10349,Debit Card,Failed
10350,10350,Net Banking,Paid
10351,10351,Debit Card,Paid
10352,10352,Debit Card,Paid
10353,10353,Debit Card,Refunded
10354,10354,Credit Card,Paid
10355,10355,Credit Card,Paid
10356,10356,Credit Card,Refunded
10357,10357,UPI,Paid
10358,10358,Credit Card,Paid
10359,10359,Debit Card,Refunded
10360,10360,Net Banking,Failed
10361,10361,Debit Card,Refunded
10362,10362,COD,Paid
10363,10363,Net Banking,Paid
10364,10364,Net Banking,Paid
10365,10365,UPI,Paid
10366,10366,Credit Card,Paid
10367,10367,UPI,Paid
10368,10368,Debit Card,Paid
10369,10369,Debit Card,Paid
10370,10370,Credit Card,Paid
10371,10371,Debit Card,Paid
10372,10372,UPI,Paid
10373,10373,Debit Card,Paid
10374,10374,Debit Card,Paid
10375,10375,Credit Card,Paid
10376,10376,UPI,Paid
10377,10377,UPI,Refunded
10378,10378,Credit Card,Refunded
10379,10379,UPI,Paid
10380,10380,Credit Card,Paid
10381,10381,Debit Card,Refunded
10382,10382,Credit Card,Paid
10383,10383,Debit Card,Paid
10384,10384,UPI,Refunded
10385,10385,UPI,Failed
10386,10386,Credit Card,Paid
10387,10387,Debit Card,Paid
10388,10388,Credit Card,Paid
10389,10389,Credit Card,Paid
10390,10390,Debit Card,Paid
10391,10391,Credit Card,Failed
10392,10392,Credit Card,Failed
10393,10393,UPI,Refunded
10394,10394,Credit Card,Paid
10395,10395,UPI,Paid
10396,10396,Credit Card,Paid
10397,10397,COD,Paid
10398,10398,UPI,Paid
10399,10399,Credit Card,Refunded
10400,10400,Credit Card,Paid
10401,10401,UPI,Refunded
10402,10402,UPI,Paid
10403,10403,Debit Card,Paid
10404,10404,UPI,Paid
10405,10405,COD,Refunded
10406,10406,UPI,Failed
10407,10407,Debit Card,Paid
10408,10408,UPI,Paid
10409,10409,UPI,Refunded
10410,10410,Debit Card,Paid
10411,10411,UPI,Failed
10412,10412,Credit Card,Refunded
10413,10413,UPI,Paid
10414,10414,Debit Card,Paid
10415,10415,Credit Card,Paid
10416,10416,UPI,Paid
10417,10417,Debit Card,Paid
10418,10418,Credit Card,Paid
10419,10419,UPI,Paid
10420,10420,COD,Failed
10421,10421,Net Banking,Paid
10422,10422,Debit Card,Refunded
10423,10423,Debit Card,Refunded
10424,10424,UPI,Paid
10425,10425,UPI,Paid
10426,10426,COD,Failed
10427,10427,UPI,Failed
10428,10428,UPI,Paid
10429,10429,Credit Card,Paid
10430,10430,Net Banking,Paid
10431,10431,Debit Card,Paid
10432,10432,COD,Paid
10433,10433,Debit Card,Paid
10434,10434,Credit Card,Paid
10435,10435,Credit Card,Paid
10436,10436,Credit Card,Paid
10437,10437,UPI,Paid
10438,10438,COD,Refunded
10439,10439,UPI,Refunded
10440,10440,COD,Paid
10441,10441,UPI,Failed
10442,10442,Credit Card,Paid
10443,10443,UPI,Paid
10444,10444,UPI,Paid
10445,10445,UPI,Failed
10446,10446,Debit Card,Paid
10447,10447,Debit Card,Failed
10448,10448,UPI,Paid
10449,10449,Credit Card,Paid
10450,10450,Credit Card,Failed
10451,10451,Credit Card,Refunded
10452,10452,Net Banking,Paid
10453,10453,UPI,Refunded
10454,10454,Debit Card,Paid
10455,10455,Debit Card,Paid
10456,10456,COD,Paid
10457,10457,UPI,Failed
10458,10458,Net Banking,Paid
10459,10459,UPI,Paid
10460,10460,Debit Card,Paid
10461,10461,Credit Card,Paid
10462,10462,Debit Card,Paid
10463,10463,UPI,Paid
10464,10464,UPI,Paid
10465,10465,Debit Card,Paid
10466,10466,Credit Card,Refunded
10467,10467,Debit Card,Paid
10468,10468,UPI,Paid
10469,10469,COD,Paid
10470,10470,Net Banking,Refunded
10471,10471,Net Banking,Paid
10472,10472,Debit Card,Paid
10473,10473,COD,Failed
10474,10474,UPI,Paid
10475,10475,UPI,Paid
10476,10476,COD,Refunded
10477,10477,Credit Card,Paid
10478,10478,COD,Refunded
10479,10479,Debit Card,Paid
10480,10480,UPI,Paid
10481,10481,COD,Failed
10482,10482,COD,Paid
10483,10483,Credit Card,Paid
10484,10484,Net Banking,Paid
10485,10485,COD,Paid
10486,10486,UPI,Paid
10487,10487,Credit Card,Paid
10488,10488,COD,Failed
10489,10489,Debit Card,Paid
10490,10490,COD,Refunded
10491,10491,UPI,Paid
10492,10492,Credit Card,Paid
10493,10493,Credit Card,Paid
10494,10494,UPI,Paid
10495,10495,Net Banking,Paid
10496,10496,Credit Card,Paid
10497,10497,Credit Card,Paid
10498,10498,Net Banking,Paid
10499,10499,Debit Card,Paid
10500,10500,UPI,Paid
10501,10501,Credit Card,Paid
10502,10502,Debit Card,Paid
10503,10503,Credit Card,Failed
10504,10504,UPI,Failed
10505,10505,COD,Refunded
10506,10506,UPI,Refunded
10507,10507,UPI,Paid
10508,10508,COD,Paid
10509,10509,Credit Card,Paid
10510,10510,UPI,Failed
10511,10511,Credit Card,Paid
10512,10512,COD,Paid
10513,10513,Net Banking,Failed
10514,10514,Debit Card,Paid
10515,10515,Debit Card,Paid
10516,10516,UPI,Failed
10517,10517,UPI,Paid
10518,10518,Credit Card,Paid
10519,10519,UPI,Paid
10520,10520,Debit Card,Paid
10521,10521,Credit Card,Paid
10522,10522,UPI,Paid
10523,10523,Credit Card,Paid
10524,10524,UPI,Paid
10525,10525,COD,Paid
10526,10526,Credit Card,Paid
10527,10527,Net Banking,Paid
10528,10528,COD,Paid
10529,10529,Credit Card,Refunded
10530,10530,UPI,Paid
10531,10531,Debit Card,Paid
10532,10532,Debit Card,Failed
10533,10533,Debit Card,Failed
10534,10534,UPI,Paid
10535,10535,Net Banking,Paid
10536,10536,UPI,Paid
10537,10537,Debit Card,Paid
10538,10538,COD,Failed
10539,10539,UPI,Paid
10540,10540,UPI,Paid
10541,10541,Debit Card,Paid
10542,10542,UPI,Refunded
10543,10543,UPI,Refunded
10544,10544,Credit Card,Paid
10545,10545,Debit Card,Paid
10546,10546,Debit Card,Paid
10547,10547,Credit Card,Failed
10548,10548,COD,Refunded
10549,10549,Debit Card,Failed
10550,10550,Credit Card,Paid
10551,10551,Net Banking,Refunded
10552,10552,Credit Card,Failed
10553,10553,UPI,Paid
10554,10554,COD,Paid
10555,10555,UPI,Paid
10556,10556,COD,Paid
10557,10557,Net Banking,Paid
10558,10558,Net Banking,Paid
10559,10559,UPI,Paid
10560,10560,Credit Card,Paid
10561,10561,COD,Paid
10562,10562,Debit Card,Paid
10563,10563,UPI,Paid
10564,10564,Credit Card,Paid
10565,10565,Debit Card,Paid
10566,10566,UPI,Failed
10567,10567,COD,Paid
10568,10568,UPI,Paid
10569,10569,UPI,Paid
10570,10570,Credit Card,Paid
10571,10571,COD,Paid
10572,10572,UPI,Failed
10573,10573,UPI,Paid
10574,10574,Credit Card,Refunded
10575,10575,Debit Card,Refunded
10576,10576,Credit Card,Paid
10577,10577,Debit Card,Refunded
10578,10578,Credit Card,Paid
10579,10579,Credit Card,Failed
10580,10580,COD,Paid
10581,10581,UPI,Paid
10582,10582,Net Banking,Paid
10583,10583,Net Banking,Failed
10584,10584,Debit Card,Paid
10585,10585,UPI,Paid
10586,10586,Credit Card,Paid
10587,10587,UPI,Paid
10588,10588,COD,Paid
10589,10589,Credit Card,Paid
10590,10590,COD,Paid
10591,10591,Debit Card,Paid
10592,10592,COD,Paid
10593,10593,Debit Card,Refunded
10594,10594,Debit Card,Paid
10595,10595,UPI,Paid
10596,10596,Debit Card,Paid
10597,10597,Credit Card,Paid
10598,10598,Credit Card,Paid
10599,10599,UPI,Failed
10600,10600,COD,Paid
10601,10601,Debit Card,Paid
10602,10602,Credit Card,Paid
10603,10603,Credit Card,Paid
10604,10604,COD,Paid
10605,10605,UPI,Failed
10606,10606,Net Banking,Paid
10607,10607,Debit Card,Paid
10608,10608,Credit Card,Paid
10609,10609,Credit Card,Paid
10610,10610,Debit Card,Paid
10611,10611,UPI,Failed
10612,10612,Credit Card,Paid
10613,10613,Debit Card,Paid
10614,10614,UPI,Paid
10615,10615,Debit Card,Paid
10616,10616,UPI,Paid
10617,10617,Credit Card,Paid
10618,10618,UPI,Failed
10619,10619,Net Banking,Paid
10620,10620,UPI,Failed
10621,10621,Debit Card,Paid
10622,10622,Net Banking,Paid
10623,10623,UPI,Refunded
10624,10624,COD,Paid
10625,10625,Debit Card,Refunded
10626,10626,UPI,Failed
10627,10627,Credit Card,Failed
10628,10628,Net Banking,Failed
10629,10629,COD,Paid
10630,10630,Credit Card,Paid
10631,10631,COD,Paid
10632,10632,Credit Card,Refunded
10633,10633,Credit Card,Paid
10634,10634,UPI,Refunded
10635,10635,Net Banking,Paid
10636,10636,COD,Paid
10637,10637,Debit Card,Paid
10638,10638,UPI,Refunded
10639,10639,Credit Card,Paid
10640,10640,Credit Card,Refunded
10641,10641,UPI,Paid
10642,10642,Net Banking,Paid
10643,10643,Credit Card,Refunded
10644,10644,Credit Card,Paid
10645,10645,COD,Paid
10646,10646,UPI,Paid
10647,10647,UPI,Paid
10648,10648,Net Banking,Failed
10649,10649,Net Banking,Refunded
10650,10650,Credit Card,Paid
10651,10651,UPI,Refunded
10652,10652,Credit Card,Paid
10653,10653,Debit Card,Paid
10654,10654,Credit Card,Paid
10655,10655,Credit Card,Refunded
10656,10656,COD,Failed
10657,10657,Net Banking,Paid
10658,10658,Credit Card,Paid
10659,10659,Debit Card,Paid
10660,10660,COD,Paid
10661,10661,UPI,Paid
10662,10662,Credit Card,Refunded
10663,10663,UPI,Failed
10664,10664,UPI,Paid
10665,10665,COD,Paid
10666,10666,Credit Card,Refunded
10667,10667,Debit Card,Paid
10668,10668,Credit Card,Failed
10669,10669,Credit Card,Paid
10670,10670,Credit Card,Paid
10671,10671,Debit Card,Refunded
10672,10672,UPI,Refunded
10673,10673,Debit Card,Failed
10674,10674,Net Banking,Paid
10675,10675,UPI,Paid
10676,10676,Net Banking,Paid
10677,10677,UPI,Paid
10678,10678,UPI,Refunded
10679,10679,UPI,Paid
10680,10680,Credit Card,Paid
10681,10681,UPI,Paid
10682,10682,Credit Card,Failed
10683,10683,COD,Refunded
10684,10684,COD,Paid
10685,10685,UPI,Failed
10686,10686,Credit Card,Paid
10687,10687,UPI,Paid
10688,10688,Debit Card,Paid
10689,10689,Net Banking,Paid
10690,10690,Credit Card,Paid
10691,10691,Credit Card,Paid
10692,10692,Credit Card,Paid
10693,10693,Net Banking,Paid
10694,10694,Debit Card,Paid
10695,10695,Credit Card,Paid
10696,10696,Debit Card,Refunded
10697,10697,Debit Card,Paid
10698,10698,Credit Card,Failed
10699,10699,UPI,Paid
10700,10700,COD,Paid
10701,10701,UPI,Failed
10702,10702,Credit Card,Paid
10703,10703,Debit Card,Refunded
10704,10704,Debit Card,Refunded
10705,10705,UPI,Failed
10706,10706,Net Banking,Paid
10707,10707,Credit Card,Refunded
10708,10708,UPI,Paid
10709,10709,Debit Card,Paid
10710,10710,UPI,Paid
10711,10711,UPI,Refunded
10712,10712,Net Banking,Paid
10713,10713,Credit Card,Refunded
10714,10714,UPI,Paid
10715,10715,UPI,Paid
10716,10716,Credit Card,Refunded
10717,10717,Debit Card,Paid
