order_id,customer_id,order_date,product_id,quantity,unit_price,discount_pct,discount_amount,revenue,cost,profit,order_status
31318,8184,2023-08-18,179,1,5616.98,0.05,280.85,5336.13,4552.52,783.61,Completed
31319,8606,2024-06-08,545,2,1301.45,0.1,260.29,2342.61,1986.94,355.67,Cancelled
31320,1827,2022-09-25,896,2,164.64,0.1,32.93,296.35,252.96,43.39,Returned
31321,2813,2023-12-18,683,1,14929.36,0.15,2239.4,12689.96,9034.77,3655.19,Completed
31322,4196,2023-03-23,390,1,394.6,0.05,19.73,374.87,247.05,127.82,Completed
31323,9231,2023-11-06,299,2,25674.46,0.25,12837.23,38511.69,38961.02,-449.33,Completed
31324,6302,2022-08-28,517,2,830.99,0.1,166.2,1495.78,1261.84,233.94,Cancelled
31325,334,2022-04-27,303,2,1023.23,0.05,102.32,1944.14,1232.1,712.04,Completed
31326,8793,2022-09-23,9,2,3113.79,0.0,0.0,6227.58,3488.14,2739.44,Completed
31327,3081,2023-10-18,977,1,6950.85,0.15,1042.63,5908.22,4635.85,1272.37,Completed
31328,5092,2024-03-14,659,1,19835.8,0.2,3967.16,15868.64,12090.2,3778.44,Returned
31329,3269,2023-08-10,727,1,4155.19,0.0,0.0,4155.19,3025.2,1129.99,Cancelled
31330,9782,2024-11-06,85,1,458.23,0.0,0.0,458.23,331.02,127.21,Completed
31331,9749,2022-01-12,113,3,11181.14,0.05,1677.17,31866.25,22353.81,9512.44,Completed
31332,8795,2023-05-30,907,1,984.28,0.0,0.0,984.28,653.66,330.62,Completed
31333,9067,2024-06-01,593,1,161.18,0.15,24.18,137.0,109.59,27.41,Completed
31334,5562,2023-08-08,144,2,39932.32,0.1,7986.46,71878.18,57524.12,14354.06,Returned
31335,6424,2022-03-24,900,1,13829.77,0.15,2074.47,11755.3,10368.94,1386.36,Completed
31336,1756,2023-01-18,615,2,944.03,0.15,283.21,1604.85,1505.7,99.15,Returned
31337,8430,2023-09-18,151,2,845.56,0.25,422.78,1268.34,1067.22,201.12,Returned
31338,9961,2022-03-25,119,2,13430.83,0.0,0.0,26861.66,21441.58,5420.08,Completed
31339,1687,2024-09-10,660,4,7650.1,0.1,3060.04,27540.36,22867.16,4673.2,Completed
31340,9160,2023-05-28,238,3,876.35,0.05,131.45,2497.6,1527.99,969.61,Completed
31341,3558,2022-06-21,706,1,1613.93,0.2,322.79,1291.14,1274.67,16.47,Returned
31342,9595,2023-05-06,781,1,1055.37,0.05,52.77,1002.6,847.75,154.85,Returned
31343,4148,2022-09-23,609,1,2116.2,0.05,105.81,2010.39,1182.27,828.12,Completed
31344,6984,2024-10-28,651,1,16816.63,0.1,1681.66,15134.97,13610.37,1524.6,Completed
31345,8191,2022-05-25,498,2,12047.95,0.05,1204.8,22891.1,18772.84,4118.26,Completed
31346,9880,2023-09-29,642,2,590.67,0.05,59.07,1122.27,771.52,350.75,Completed
31347,1892,2024-04-10,882,1,1178.89,0.05,58.94,1119.95,745.05,374.9,Returned
31348,2347,2024-05-12,631,2,1264.46,0.1,252.89,2276.03,1914.96,361.07,Completed
31349,4226,2022-03-09,96,1,4524.77,0.1,452.48,4072.29,3556.36,515.93,Completed
31350,5729,2024-02-14,77,2,4174.32,0.15,1252.3,7096.34,6698.4,397.94,Completed
31351,9387,2023-02-04,646,1,212.79,0.15,31.92,180.87,174.07,6.8,Cancelled
31352,8555,2024-02-21,469,2,338.43,0.0,0.0,676.86,401.8,275.06,Completed
31353,3312,2022-09-07,599,1,801.52,0.0,0.0,801.52,461.36,340.16,Completed
31354,7973,2024-06-03,936,1,3153.15,0.05,157.66,2995.49,1897.7,1097.79,Completed
31355,2597,2023-01-19,837,2,2368.8,0.1,473.76,4263.84,3777.38,486.46,Completed
31356,555,2023-06-21,504,1,817.13,0.0,0.0,817.13,459.9,357.23,Cancelled
31357,5285,2024-02-22,847,1,8134.67,0.15,1220.2,6914.47,4984.69,1929.78,Cancelled
31358,5375,2023-07-24,964,3,29430.1,0.15,13243.54,75046.76,53443.83,21602.93,Cancelled
31359,3284,2022-01-24,601,1,532.13,0.1,53.21,478.92,353.86,125.06,Cancelled
31360,7640,2024-08-24,317,5,4710.34,0.2,4710.34,18841.36,13739.25,5102.11,Completed
31361,7654,2022-01-18,31,1,3295.02,0.25,823.76,2471.26,2158.11,313.15,Completed
31362,9521,2024-12-22,402,1,2315.48,0.0,0.0,2315.48,1364.02,951.46,Completed
31363,5869,2023-04-19,616,1,177.09,0.25,44.27,132.82,99.43,33.39,Completed
31364,6715,2024-01-20,861,3,526.11,0.0,0.0,1578.33,983.79,594.54,Returned
31365,1194,2024-10-28,771,1,350.21,0.1,35.02,315.19,267.65,47.54,Completed
31366,9981,2022-08-12,871,1,19171.8,0.1,1917.18,17254.62,15224.62,2030.0,Completed
31367,8718,2022-07-19,532,2,414.58,0.05,41.46,787.7,620.12,167.58,Cancelled
31368,4917,2022-05-13,885,1,30180.89,0.05,1509.04,28671.85,21993.73,6678.12,Completed
31369,9358,2024-04-27,123,1,7690.23,0.15,1153.53,6536.7,4566.66,1970.04,Completed
31370,3959,2023-06-23,746,2,30694.86,0.0,0.0,61389.72,48838.28,12551.44,Completed
31371,6910,2023-01-17,376,1,31950.63,0.0,0.0,31950.63,24718.11,7232.52,Completed
31372,6376,2022-08-19,347,1,1597.93,0.05,79.9,1518.03,1211.03,307.0,Cancelled
31373,9670,2023-12-06,825,1,4707.21,0.1,470.72,4236.49,3653.65,582.84,Completed
31374,6823,2023-07-29,912,1,308.16,0.1,30.82,277.34,221.15,56.19,Completed
31375,5461,2024-06-19,59,2,21579.49,0.05,2157.95,41001.03,26013.26,14987.77,Completed
31376,9222,2022-02-21,11,1,10334.5,0.0,0.0,10334.5,5692.62,4641.88,Returned
31377,1975,2022-12-03,842,4,1277.04,0.0,0.0,5108.16,2832.96,2275.2,Cancelled
31378,589,2024-09-19,9,1,3113.79,0.1,311.38,2802.41,1744.07,1058.34,Completed
31379,105,2023-08-18,369,1,383.0,0.1,38.3,344.7,276.83,67.87,Cancelled
31380,9103,2022-11-29,407,1,23812.8,0.05,1190.64,22622.16,14795.51,7826.65,Completed
31381,9319,2023-11-14,72,1,8881.05,0.15,1332.16,7548.89,6483.74,1065.15,Cancelled
31382,1803,2023-11-26,482,1,2901.08,0.1,290.11,2610.97,2377.44,233.53,Completed
31383,7302,2023-04-19,691,2,533.91,0.1,106.78,961.04,661.86,299.18,Cancelled
31384,7094,2024-03-19,692,2,6735.05,0.05,673.51,12796.59,8370.0,4426.59,Completed
31385,9909,2024-03-13,767,4,47653.02,0.0,0.0,190612.08,125231.48,65380.6,Completed
31386,8092,2023-12-21,375,1,1737.52,0.1,173.75,1563.77,1222.65,341.12,Completed
31387,6040,2024-04-04,846,1,185.96,0.15,27.89,158.07,126.26,31.81,Completed
31388,7204,2024-03-08,334,2,496.37,0.2,198.55,794.19,674.48,119.71,Completed
31389,8328,2023-01-14,550,1,1942.51,0.1,194.25,1748.26,1178.5,569.76,Completed
31390,3780,2024-02-03,462,1,6283.17,0.1,628.32,5654.85,3720.2,1934.65,Returned
31391,243,2023-12-22,222,3,16991.9,0.1,5097.57,45878.13,39566.22,6311.91,Completed
31392,7017,2022-07-24,452,5,1349.45,0.2,1349.45,5397.8,5087.9,309.9,Completed
31393,717,2022-12-24,990,4,321.06,0.1,128.42,1155.82,1023.64,132.18,Cancelled
31394,5763,2022-09-06,845,1,443.35,0.0,0.0,443.35,344.17,99.18,Completed
31395,1328,2024-06-21,437,2,13900.52,0.0,0.0,27801.04,18941.88,8859.16,Completed
31396,45,2024-06-23,677,1,22761.94,0.05,1138.1,21623.84,15529.75,6094.09,Completed
31397,1097,2023-11-01,116,1,192.86,0.1,19.29,173.57,156.93,16.64,Returned
31398,933,2023-09-05,604,2,831.31,0.05,83.13,1579.49,1192.44,387.05,Completed
31399,4497,2024-02-29,916,2,156.04,0.05,15.6,296.48,183.36,113.12,Completed
31400,7336,2024-07-31,957,4,32007.59,0.0,0.0,128030.36,91243.0,36787.36,Completed
31401,7723,2023-05-26,235,2,13057.71,0.15,3917.31,22198.11,19098.3,3099.81,Completed
31402,3669,2022-10-14,477,2,167.09,0.0,0.0,334.18,246.38,87.8,Completed
31403,961,2023-01-23,780,1,2378.76,0.15,356.81,2021.95,1357.49,664.46,Cancelled
31404,4282,2024-02-17,72,1,8881.05,0.0,0.0,8881.05,6483.74,2397.31,Returned
31405,6207,2024-01-04,543,1,14305.74,0.05,715.29,13590.45,11336.15,2254.3,Completed
31406,8253,2024-09-27,590,1,169.67,0.15,25.45,144.22,103.25,40.97,Completed
31407,7,2024-06-21,902,1,264.9,0.1,26.49,238.41,179.03,59.38,Completed
31408,2347,2022-05-23,155,1,30868.26,0.15,4630.24,26238.02,22603.86,3634.16,Completed
31409,5866,2023-08-09,407,2,23812.8,0.0,0.0,47625.6,29591.02,18034.58,Completed
31410,2779,2023-07-18,566,2,2495.81,0.1,499.16,4492.46,3564.76,927.7,Completed
31411,301,2024-02-20,212,2,11754.83,0.1,2350.97,21158.69,15872.92,5285.77,Completed
31412,1220,2024-12-03,327,1,17289.36,0.05,864.47,16424.89,10141.43,6283.46,Completed
31413,780,2023-04-10,78,1,854.24,0.05,42.71,811.53,552.9,258.63,Completed
31414,99,2024-02-01,502,1,6655.54,0.1,665.55,5989.99,4020.89,1969.1,Completed
31415,7412,2023-10-19,291,1,418.85,0.1,41.89,376.96,239.41,137.55,Completed
31416,3215,2024-04-30,638,1,899.54,0.1,89.95,809.59,651.58,158.01,Returned
31417,4333,2022-03-12,770,2,813.21,0.1,162.64,1463.78,1003.5,460.28,Returned
31418,9020,2024-07-03,869,1,375.7,0.1,37.57,338.13,279.48,58.65,Returned
31419,4814,2022-08-09,497,1,223.81,0.05,11.19,212.62,158.33,54.29,Completed
31420,1529,2023-09-10,194,2,252.82,0.05,25.28,480.36,327.72,152.64,Cancelled
31421,5046,2023-06-25,272,1,1006.34,0.0,0.0,1006.34,610.57,395.77,Completed
31422,7087,2023-05-01,734,1,20072.12,0.15,3010.82,17061.3,13671.62,3389.68,Completed
31423,1822,2023-01-27,181,1,28716.87,0.0,0.0,28716.87,23182.81,5534.06,Completed
31424,2737,2023-08-03,257,3,10374.71,0.0,0.0,31124.13,23038.71,8085.42,Completed
31425,8314,2022-04-02,689,3,3151.29,0.0,0.0,9453.87,5641.35,3812.52,Completed
31426,53,2023-08-10,331,1,2483.17,0.05,124.16,2359.01,1453.02,905.99,Completed
31427,350,2022-12-04,93,2,193.14,0.1,38.63,347.65,223.58,124.07,Completed
31428,5320,2022-02-27,417,1,4816.04,0.1,481.6,4334.44,3836.74,497.7,Completed
31429,1973,2022-03-02,902,1,264.9,0.0,0.0,264.9,179.03,85.87,Cancelled
31430,5094,2023-02-28,916,3,156.04,0.1,46.81,421.31,275.04,146.27,Completed
31431,7815,2022-09-30,334,1,496.37,0.15,74.46,421.91,337.24,84.67,Returned
31432,5181,2022-08-14,13,1,2157.45,0.0,0.0,2157.45,1477.67,679.78,Returned
31433,7420,2023-12-25,571,1,5059.92,0.05,253.0,4806.92,2965.75,1841.17,Completed
31434,4064,2024-06-25,626,2,5713.46,0.1,1142.69,10284.23,6818.28,3465.95,Completed
31435,9539,2024-05-13,256,1,8956.63,0.1,895.66,8060.97,6911.0,1149.97,Completed
31436,2867,2024-04-17,991,1,48325.67,0.15,7248.85,41076.82,29953.95,11122.87,Completed
31437,2552,2022-12-04,685,2,802.85,0.0,0.0,1605.7,1065.9,539.8,Cancelled
31438,7559,2023-01-12,882,1,1178.89,0.2,235.78,943.11,745.05,198.06,Completed
31439,5831,2022-06-03,878,1,1265.7,0.1,126.57,1139.13,782.66,356.47,Completed
31440,1795,2024-10-28,715,2,295.84,0.1,59.17,532.51,427.54,104.97,Completed
31441,4678,2022-10-09,307,1,705.25,0.1,70.53,634.72,397.77,236.95,Cancelled
31442,9930,2024-11-23,753,4,5390.03,0.2,4312.02,17248.1,13716.96,3531.14,Completed
31443,2958,2023-04-20,251,1,1360.61,0.2,272.12,1088.49,768.55,319.94,Completed
31444,5237,2023-01-20,576,1,271.79,0.1,27.18,244.61,186.36,58.25,Completed
31445,179,2023-10-11,43,2,1606.43,0.0,0.0,3212.86,2317.92,894.94,Completed
31446,9958,2024-08-12,323,2,4697.58,0.25,2348.79,7046.37,7037.02,9.35,Completed
31447,923,2022-12-30,946,1,14978.39,0.05,748.92,14229.47,9616.04,4613.43,Completed
31448,7085,2024-10-26,684,1,774.1,0.05,38.71,735.39,576.46,158.93,Cancelled
31449,6293,2023-08-16,878,1,1265.7,0.1,126.57,1139.13,782.66,356.47,Cancelled
31450,4282,2024-05-05,639,2,8675.49,0.15,2602.65,14748.33,11874.86,2873.47,Completed
31451,7203,2023-08-09,775,1,22995.61,0.05,1149.78,21845.83,17602.59,4243.24,Completed
31452,7413,2023-10-29,740,1,26215.41,0.1,2621.54,23593.87,18417.05,5176.82,Completed
31453,4419,2023-12-07,231,2,2843.52,0.1,568.7,5118.34,4299.04,819.3,Completed
31454,1992,2024-06-10,263,2,1989.07,0.15,596.72,3381.42,2253.86,1127.56,Cancelled
31455,1658,2023-03-18,721,3,14765.8,0.05,2214.87,42082.53,32729.67,9352.86,Completed
31456,3126,2024-01-07,562,1,493.21,0.05,24.66,468.55,305.51,163.04,Returned
31457,144,2023-01-27,811,1,38032.79,0.0,0.0,38032.79,27070.73,10962.06,Returned
31458,7181,2023-03-11,769,1,1047.17,0.1,104.72,942.45,741.13,201.32,Completed
31459,9255,2022-04-11,76,1,1040.95,0.15,156.14,884.81,837.81,47.0,Cancelled
31460,9067,2024-09-16,503,1,298.89,0.0,0.0,298.89,170.25,128.64,Returned
31461,4384,2022-04-15,513,1,6479.47,0.15,971.92,5507.55,5141.04,366.51,Completed
31462,9835,2022-02-28,662,3,25976.12,0.1,7792.84,70135.52,53926.59,16208.93,Completed
31463,5281,2022-07-29,748,2,411.15,0.25,205.58,616.72,629.66,-12.94,Completed
31464,8155,2022-04-05,966,1,3230.75,0.05,161.54,3069.21,2375.88,693.33,Returned
31465,3573,2023-08-25,591,2,4287.4,0.05,428.74,8146.06,6859.12,1286.94,Returned
31466,3338,2022-02-20,16,1,431.45,0.15,64.72,366.73,257.02,109.71,Completed
31467,5516,2024-06-19,420,2,30481.94,0.15,9144.58,51819.3,34819.56,16999.74,Cancelled
31468,3144,2023-05-16,845,2,443.35,0.0,0.0,886.7,688.34,198.36,Returned
31469,2209,2023-12-16,889,1,150.9,0.0,0.0,150.9,113.38,37.52,Completed
31470,3366,2023-07-18,692,1,6735.05,0.05,336.75,6398.3,4185.0,2213.3,Returned
31471,9725,2024-07-07,12,2,2553.76,0.0,0.0,5107.52,3174.82,1932.7,Completed
31472,4942,2022-11-04,670,2,175.47,0.15,52.64,298.3,222.02,76.28,Completed
31473,5042,2024-05-25,248,2,777.05,0.0,0.0,1554.1,1090.3,463.8,Completed
31474,7948,2023-04-18,984,2,943.4,0.05,94.34,1792.46,1059.42,733.04,Completed
31475,9280,2022-03-17,914,1,16071.59,0.0,0.0,16071.59,12178.71,3892.88,Completed
31476,6076,2023-10-05,441,1,2093.57,0.1,209.36,1884.21,1366.98,517.23,Returned
31477,4272,2022-06-01,384,1,10500.59,0.0,0.0,10500.59,7534.97,2965.62,Cancelled
31478,8933,2023-08-14,313,1,15147.66,0.1,1514.77,13632.89,9409.48,4223.41,Returned
31479,6505,2024-05-12,674,1,22070.2,0.15,3310.53,18759.67,14152.81,4606.86,Returned
31480,497,2023-05-06,889,1,150.9,0.05,7.55,143.35,113.38,29.97,Completed
31481,9079,2023-02-09,231,1,2843.52,0.1,284.35,2559.17,2149.52,409.65,Completed
31482,5213,2022-09-09,596,2,7316.59,0.1,1463.32,13169.86,11422.86,1747.0,Cancelled
31483,5092,2023-01-10,495,1,4435.59,0.05,221.78,4213.81,2452.54,1761.27,Completed
31484,5222,2024-10-04,678,2,2791.24,0.0,0.0,5582.48,4539.68,1042.8,Completed
31485,2267,2022-06-02,264,5,152.67,0.1,76.33,687.02,439.55,247.47,Completed
31486,4858,2023-12-11,56,1,680.15,0.15,102.02,578.13,513.21,64.92,Cancelled
31487,6064,2022-06-23,305,1,2785.29,0.0,0.0,2785.29,1987.67,797.62,Completed
31488,5575,2022-08-26,978,3,272.4,0.1,81.72,735.48,526.44,209.04,Returned
31489,6030,2024-02-03,174,5,10228.25,0.2,10228.25,40913.0,31644.5,9268.5,Completed
31490,4241,2023-06-28,873,1,19869.22,0.1,1986.92,17882.3,13746.53,4135.77,Completed
31491,2671,2023-05-11,811,2,38032.79,0.05,3803.28,72262.3,54141.46,18120.84,Completed
31492,1771,2022-06-30,694,1,875.52,0.1,87.55,787.97,636.99,150.98,Completed
31493,4952,2024-04-22,289,2,6419.66,0.1,1283.93,11555.39,9612.64,1942.75,Returned
31494,9215,2022-04-08,483,1,586.6,0.15,87.99,498.61,442.22,56.39,Completed
31495,6616,2022-11-06,507,2,967.71,0.25,483.86,1451.56,1450.78,0.78,Completed
31496,4074,2023-01-15,133,1,908.95,0.0,0.0,908.95,635.32,273.63,Completed
31497,5530,2023-11-22,918,1,10662.37,0.1,1066.24,9596.13,7416.77,2179.36,Cancelled
31498,6154,2023-04-05,841,2,282.37,0.2,112.95,451.79,451.26,0.53,Completed
31499,7401,2024-05-12,246,2,337.03,0.0,0.0,674.06,520.86,153.2,Completed
31500,404,2024-07-25,173,1,1464.21,0.05,73.21,1391.0,921.11,469.89,Completed
31501,5337,2023-04-15,57,3,182.69,0.0,0.0,548.07,347.28,200.79,Completed
31502,4195,2023-12-31,867,2,9865.5,0.0,0.0,19731.0,13693.88,6037.12,Completed
31503,2446,2024-09-29,116,2,192.86,0.0,0.0,385.72,313.86,71.86,Completed
31504,1267,2023-01-04,205,1,15519.44,0.05,775.97,14743.47,10472.57,4270.9,Completed
31505,5354,2023-05-01,322,1,34776.16,0.15,5216.42,29559.74,28483.08,1076.66,Completed
31506,5008,2023-07-11,862,1,15044.8,0.25,3761.2,11283.6,9827.83,1455.77,Completed
31507,7741,2024-08-27,668,2,3834.11,0.0,0.0,7668.22,5433.76,2234.46,Completed
31508,552,2022-05-07,971,1,6824.47,0.15,1023.67,5800.8,4800.69,1000.11,Returned
31509,8272,2024-03-24,801,3,295.59,0.1,88.68,798.09,676.68,121.41,Completed
31510,1865,2024-09-05,926,1,10851.05,0.05,542.55,10308.5,6347.29,3961.21,Completed
31511,4408,2022-09-28,877,4,189.72,0.2,151.78,607.1,485.72,121.38,Completed
31512,9944,2023-10-25,6,1,346.48,0.0,0.0,346.48,236.36,110.12,Completed
31513,5981,2022-06-11,555,2,28661.72,0.1,5732.34,51591.1,41359.8,10231.3,Returned
31514,6887,2024-03-19,645,2,170.69,0.2,68.28,273.1,203.0,70.1,Completed
31515,4836,2024-08-07,9,1,3113.79,0.0,0.0,3113.79,1744.07,1369.72,Completed
31516,8569,2023-07-10,867,2,9865.5,0.1,1973.1,17757.9,13693.88,4064.02,Cancelled
31517,1569,2024-01-02,737,3,20397.78,0.0,0.0,61193.34,40847.19,20346.15,Completed
31518,4340,2024-12-13,531,1,2541.54,0.05,127.08,2414.46,1654.27,760.19,Completed
31519,4389,2023-06-04,730,1,20717.95,0.2,4143.59,16574.36,14223.5,2350.86,Completed
31520,3339,2023-04-29,726,4,523.05,0.2,418.44,1673.76,1177.24,496.52,Completed
31521,5180,2022-06-20,972,2,13297.93,0.1,2659.59,23936.27,20211.5,3724.77,Completed
31522,9661,2023-01-11,301,3,7532.25,0.1,2259.68,20337.07,16398.87,3938.2,Cancelled
31523,168,2023-12-11,280,1,2767.14,0.15,415.07,2352.07,1594.05,758.02,Completed
31524,2236,2024-05-01,386,3,311.98,0.15,140.39,795.55,518.76,276.79,Cancelled
31525,5711,2022-01-05,774,2,11585.59,0.2,4634.24,18536.94,16443.7,2093.24,Completed
31526,8196,2023-07-25,450,1,3653.95,0.2,730.79,2923.16,2027.6,895.56,Completed
31527,5466,2024-11-08,741,1,1155.52,0.05,57.78,1097.74,862.15,235.59,Completed
31528,6953,2022-03-06,198,1,874.98,0.1,87.5,787.48,650.25,137.23,Completed
31529,6745,2022-08-24,328,1,17051.14,0.1,1705.11,15346.03,11512.55,3833.48,Completed
31530,5698,2023-10-28,53,2,260.36,0.1,52.07,468.65,417.9,50.75,Completed
31531,2896,2022-10-16,546,1,29101.81,0.05,1455.09,27646.72,16981.65,10665.07,Completed
31532,5922,2022-08-24,618,1,238.07,0.0,0.0,238.07,139.73,98.34,Completed
31533,5297,2024-01-19,388,4,385.83,0.0,0.0,1543.32,946.52,596.8,Cancelled
31534,2894,2023-02-26,586,2,704.54,0.0,0.0,1409.08,1022.36,386.72,Completed
31535,1456,2023-01-26,206,1,1047.01,0.0,0.0,1047.01,631.22,415.79,Completed
31536,1271,2024-01-03,727,1,4155.19,0.15,623.28,3531.91,3025.2,506.71,Cancelled
31537,2107,2024-01-26,633,2,977.75,0.15,293.32,1662.18,1371.44,290.74,Completed
31538,2296,2024-10-25,114,1,8982.17,0.1,898.22,8083.95,6652.06,1431.89,Completed
31539,474,2024-01-20,345,1,1827.79,0.15,274.17,1553.62,1051.7,501.92,Completed
31540,9622,2024-07-24,173,1,1464.21,0.0,0.0,1464.21,921.11,543.1,Returned
31541,7041,2024-12-07,562,1,493.21,0.0,0.0,493.21,305.51,187.7,Completed
31542,2862,2023-07-12,171,1,2204.32,0.2,440.86,1763.46,1504.33,259.13,Completed
31543,2164,2024-12-23,356,1,394.95,0.0,0.0,394.95,217.97,176.98,Completed
31544,7688,2023-12-05,698,1,24770.63,0.0,0.0,24770.63,17596.53,7174.1,Completed
31545,2354,2023-06-25,662,3,25976.12,0.05,3896.42,74031.94,53926.59,20105.35,Completed
31546,3704,2024-11-08,322,1,34776.16,0.0,0.0,34776.16,28483.08,6293.08,Completed
31547,422,2024-01-15,902,4,264.9,0.2,211.92,847.68,716.12,131.56,Completed
31548,4811,2024-01-30,40,2,283.01,0.0,0.0,566.02,333.8,232.22,Completed
31549,5013,2022-08-06,369,1,383.0,0.1,38.3,344.7,276.83,67.87,Cancelled
31550,9629,2022-11-04,688,2,584.6,0.2,233.84,935.36,677.32,258.04,Completed
31551,7090,2024-11-13,207,1,1344.62,0.0,0.0,1344.62,1018.31,326.31,Completed
31552,9518,2022-10-10,957,4,32007.59,0.0,0.0,128030.36,91243.0,36787.36,Completed
31553,8952,2022-09-06,870,5,3779.78,0.05,944.95,17953.95,12810.15,5143.8,Completed
31554,5715,2022-03-03,694,2,875.52,0.1,175.1,1575.94,1273.98,301.96,Completed
31555,2364,2024-10-17,231,5,2843.52,0.0,0.0,14217.6,10747.6,3470.0,Completed
31556,5872,2023-07-06,753,1,5390.03,0.0,0.0,5390.03,3429.24,1960.79,Completed
31557,2220,2024-10-30,635,1,1434.18,0.05,71.71,1362.47,868.89,493.58,Returned
31558,9943,2024-08-17,316,1,2519.38,0.05,125.97,2393.41,1975.38,418.03,Cancelled
31559,168,2023-07-21,882,2,1178.89,0.0,0.0,2357.78,1490.1,867.68,Completed
31560,176,2024-04-26,742,2,5959.45,0.1,1191.89,10727.01,8970.32,1756.69,Cancelled
31561,7598,2024-10-04,105,1,17553.07,0.1,1755.31,15797.76,10430.77,5366.99,Completed
31562,3179,2023-04-19,453,1,819.99,0.1,82.0,737.99,487.36,250.63,Completed
31563,774,2024-11-12,577,1,1061.42,0.25,265.36,796.06,848.12,-52.06,Completed
31564,7311,2023-07-15,1,1,13790.53,0.0,0.0,13790.53,9538.81,4251.72,Completed
31565,4292,2022-12-28,411,2,33898.24,0.0,0.0,67796.48,40177.14,27619.34,Completed
31566,498,2024-02-11,780,1,2378.76,0.15,356.81,2021.95,1357.49,664.46,Cancelled
31567,8751,2024-08-18,983,1,5844.46,0.05,292.22,5552.24,3684.96,1867.28,Cancelled
31568,2888,2023-11-10,431,1,10219.47,0.15,1532.92,8686.55,8366.94,319.61,Completed
31569,2256,2023-09-16,188,3,309.74,0.0,0.0,929.22,615.57,313.65,Completed
31570,8624,2022-07-26,100,2,4088.1,0.25,2044.05,6132.15,5796.34,335.81,Returned
31571,4538,2024-01-29,712,1,1783.42,0.0,0.0,1783.42,1183.65,599.77,Cancelled
31572,5222,2022-10-01,86,1,524.15,0.1,52.42,471.73,342.68,129.05,Completed
31573,7350,2023-07-22,67,1,45778.26,0.1,4577.83,41200.43,31918.07,9282.36,Returned
31574,563,2023-11-23,123,1,7690.23,0.0,0.0,7690.23,4566.66,3123.57,Returned
31575,7485,2022-06-09,440,4,15201.02,0.0,0.0,60804.08,40031.52,20772.56,Completed
31576,4011,2024-12-29,709,1,278.46,0.1,27.85,250.61,189.52,61.09,Returned
31577,7550,2024-07-13,906,2,341.6,0.15,102.48,580.72,455.72,125.0,Returned
31578,8276,2023-12-10,60,2,334.72,0.0,0.0,669.44,441.96,227.48,Completed
31579,9757,2022-06-12,717,3,927.67,0.05,139.15,2643.86,1588.92,1054.94,Returned
31580,4658,2022-08-28,986,1,195.85,0.0,0.0,195.85,146.55,49.3,Completed
31581,1920,2023-05-01,722,1,21767.77,0.05,1088.39,20679.38,16801.54,3877.84,Completed
31582,8125,2023-11-02,601,2,532.13,0.1,106.43,957.83,707.72,250.11,Completed
31583,3336,2023-02-28,900,1,13829.77,0.05,691.49,13138.28,10368.94,2769.34,Completed
31584,4870,2024-10-14,791,2,34088.97,0.15,10226.69,57951.25,45984.6,11966.65,Completed
31585,8992,2024-12-01,820,1,331.39,0.05,16.57,314.82,215.51,99.31,Completed
31586,1199,2022-08-02,67,3,45778.26,0.1,13733.48,123601.3,95754.21,27847.09,Cancelled
31587,4763,2023-11-15,806,2,320.44,0.25,160.22,480.66,369.92,110.74,Completed
31588,8474,2022-09-10,318,2,14742.6,0.15,4422.78,25062.42,19279.42,5783.0,Completed
31589,4787,2022-01-17,40,1,283.01,0.0,0.0,283.01,166.9,116.11,Returned
31590,7223,2022-04-26,331,1,2483.17,0.05,124.16,2359.01,1453.02,905.99,Completed
31591,59,2023-11-24,432,4,607.9,0.05,121.58,2310.02,1611.08,698.94,Cancelled
31592,7990,2024-03-22,666,3,24013.02,0.1,7203.91,64835.15,43672.65,21162.5,Completed
31593,8072,2024-03-05,627,2,4154.58,0.25,2077.29,6231.87,5512.4,719.47,Completed
31594,6891,2022-05-31,201,4,7904.19,0.2,6323.35,25293.41,19885.2,5408.21,Completed
31595,6055,2022-09-03,596,1,7316.59,0.1,731.66,6584.93,5711.43,873.5,Returned
31596,1243,2024-12-17,712,2,1783.42,0.05,178.34,3388.5,2367.3,1021.2,Returned
31597,9429,2023-12-10,964,1,29430.1,0.0,0.0,29430.1,17814.61,11615.49,Cancelled
31598,8383,2023-05-22,846,1,185.96,0.0,0.0,185.96,126.26,59.7,Returned
31599,6101,2022-08-29,818,1,278.62,0.0,0.0,278.62,203.82,74.8,Completed
31600,4540,2023-01-27,263,2,1989.07,0.1,397.81,3580.33,2253.86,1326.47,Completed
31601,7344,2022-02-15,737,1,20397.78,0.0,0.0,20397.78,13615.73,6782.05,Cancelled
31602,8398,2022-06-04,597,1,486.73,0.1,48.67,438.06,381.03,57.03,Completed
31603,5798,2024-12-29,405,1,9218.19,0.0,0.0,9218.19,6990.44,2227.75,Completed
31604,7667,2023-05-26,98,1,509.71,0.2,101.94,407.77,392.73,15.04,Returned
31605,4875,2022-10-09,672,1,7876.17,0.0,0.0,7876.17,5657.7,2218.47,Cancelled
31606,3009,2022-01-30,698,1,24770.63,0.05,1238.53,23532.1,17596.53,5935.57,Returned
31607,9680,2023-12-22,222,4,16991.9,0.15,10195.14,57772.46,52754.96,5017.5,Completed
31608,8779,2022-09-19,374,2,271.44,0.1,54.29,488.59,373.58,115.01,Returned
